Year,Candidate_ID,Name,State,Category,Total_Score,Percentile,AIR (All India Rank),State_Rank,Category_Rank,Qualified_Status,Cutoff_Score
2020,NEET925586,Candidate_9674,Tamil Nadu,OBC,266,36.94,98088,3399,1417,Yes,143
2016,NEET698560,Candidate_5415,Karnataka,ST,652,90.56,77797,202,6252,Yes,116
2024,NEET223968,Candidate_4193,West Bengal,General,454,63.06,105730,1835,7569,Yes,142
2021,NEET699297,Candidate_3647,Delhi,SC,198,27.5,164451,3512,3381,Yes,115
2019,NEET135343,Candidate_1774,West Bengal,OBC,191,26.53,117925,3827,3521,Yes,145
2015,NEET287358,Candidate_1379,Delhi,General,385,53.47,83293,2304,2454,Yes,150
2020,NEET661422,Candidate_6046,Delhi,General,138,19.17,193181,2113,4263,Yes,146
2022,NEET902677,Candidate_5147,Tamil Nadu,SC,274,38.06,152882,3514,3083,Yes,137
2017,NEET616006,Candidate_4549,Delhi,EWS,558,77.5,76756,3781,7693,Yes,140
2015,NEET215731,Candidate_5983,Tamil Nadu,OBC,618,85.83,72234,2563,603,Yes,139
2018,NEET601020,Candidate_8584,West Bengal,ST,518,71.94,45628,2605,8825,Yes,107
2018,NEET885325,Candidate_3561,Karnataka,ST,516,71.67,133179,1901,9090,Yes,124
2023,NEET291184,Candidate_7312,Uttar Pradesh,OBC,245,34.03,121046,4207,5118,Yes,142
2017,NEET388540,Candidate_2979,Maharashtra,OBC,296,41.11,26250,697,1793,Yes,150
2016,NEET374610,Candidate_8108,Karnataka,EWS,609,84.58,125476,2601,8628,Yes,145
2016,NEET923143,Candidate_1648,Karnataka,SC,482,66.94,46387,495,2204,Yes,126
2021,NEET487727,Candidate_7515,West Bengal,ST,369,51.25,59698,604,8520,Yes,138
2016,NEET835142,Candidate_8934,Maharashtra,ST,177,24.58,37966,4952,3491,Yes,104
2019,NEET548560,Candidate_9451,Uttar Pradesh,General,609,84.58,110145,75,1924,Yes,149
2015,NEET203559,Candidate_4825,Maharashtra,EWS,583,80.97,182523,1803,7863,Yes,139
2023,NEET409182,Candidate_7616,Tamil Nadu,OBC,138,19.17,83531,4939,1948,Yes,149
2018,NEET365882,Candidate_6833,West Bengal,OBC,333,46.25,197694,2696,7316,Yes,147
2016,NEET970614,Candidate_8193,Maharashtra,ST,365,50.69,122296,3901,7559,Yes,138
2024,NEET521810,Candidate_4351,Tamil Nadu,SC,715,99.31,49255,881,9863,Yes,128
2021,NEET162603,Candidate_6543,West Bengal,General,378,52.5,111869,4546,3733,Yes,149
2015,NEET482461,Candidate_7069,Tamil Nadu,OBC,479,66.53,145445,2362,7049,Yes,145
2022,NEET500008,Candidate_1769,Maharashtra,General,656,91.11,107187,2441,7903,Yes,144
2022,NEET832742,Candidate_5013,West Bengal,SC,120,16.67,79389,2485,7457,No,112
2018,NEET297827,Candidate_9656,Karnataka,SC,434,60.28,24276,2414,9439,Yes,104
2021,NEET646601,Candidate_8048,West Bengal,General,534,74.17,106567,3089,3590,Yes,144
2016,NEET977165,Candidate_6542,Karnataka,SC,710,98.61,190885,4071,2433,Yes,113
2020,NEET264538,Candidate_5969,Karnataka,EWS,170,23.61,153516,2145,8671,Yes,145
2018,NEET984306,Candidate_8518,Uttar Pradesh,OBC,340,47.22,31114,4794,2980,Yes,143
2023,NEET564923,Candidate_9780,Karnataka,OBC,522,72.5,25584,4565,2385,Yes,139
2016,NEET870073,Candidate_2778,Karnataka,ST,508,70.56,6365,3711,803,Yes,139
2016,NEET950985,Candidate_7297,Uttar Pradesh,EWS,599,83.19,182454,2440,7115,Yes,143
2022,NEET636085,Candidate_3950,Delhi,SC,434,60.28,18896,236,9952,Yes,121
2017,NEET725368,Candidate_2008,Tamil Nadu,General,332,46.11,172689,555,884,Yes,149
2018,NEET846981,Candidate_8598,Tamil Nadu,EWS,464,64.44,80530,3478,7800,Yes,140
2017,NEET223709,Candidate_6778,Delhi,EWS,433,60.14,50745,3129,6109,Yes,150
2018,NEET816177,Candidate_7562,West Bengal,General,299,41.53,66190,41,7079,Yes,147
2022,NEET142296,Candidate_8279,Delhi,SC,506,70.28,62750,4622,8480,Yes,126
2023,NEET938299,Candidate_2347,Tamil Nadu,ST,373,51.81,13799,745,7541,Yes,115
2017,NEET423646,Candidate_8635,Maharashtra,General,393,54.58,99820,1281,5796,Yes,140
2016,NEET705809,Candidate_4446,Maharashtra,EWS,277,38.47,156541,154,606,Yes,146
2017,NEET332869,Candidate_7823,Delhi,EWS,202,28.06,165323,1760,9592,Yes,145
2017,NEET299587,Candidate_6693,West Bengal,OBC,140,19.44,113683,2569,8810,Yes,150
2017,NEET158130,Candidate_1170,Tamil Nadu,ST,359,49.86,151683,2851,3687,Yes,112
2020,NEET298474,Candidate_4819,Tamil Nadu,ST,592,82.22,56211,2313,284,Yes,108
2016,NEET516992,Candidate_9787,Maharashtra,ST,313,43.47,94399,977,5568,Yes,111
2017,NEET156329,Candidate_2948,Maharashtra,General,632,87.78,175708,1157,3170,Yes,144
2015,NEET216100,Candidate_7488,Maharashtra,General,324,45.0,92655,1900,9156,Yes,146
2024,NEET297521,Candidate_3260,Karnataka,ST,562,78.06,194690,3721,65,Yes,139
2023,NEET896882,Candidate_8859,Delhi,General,517,71.81,178085,3413,5899,Yes,150
2023,NEET815111,Candidate_4368,West Bengal,OBC,534,74.17,18223,1070,9560,Yes,138
2021,NEET683979,Candidate_2187,Karnataka,EWS,326,45.28,38978,4438,7011,Yes,150
2020,NEET835154,Candidate_8547,West Bengal,ST,590,81.94,151394,2695,3899,Yes,100
2020,NEET867882,Candidate_4593,Maharashtra,SC,219,30.42,143602,4461,1686,Yes,109
2015,NEET505923,Candidate_1746,Delhi,OBC,195,27.08,61152,1712,4619,Yes,144
2020,NEET145984,Candidate_9806,Tamil Nadu,OBC,382,53.06,159191,3286,9661,Yes,142
2016,NEET471295,Candidate_5518,Delhi,SC,350,48.61,76463,2822,4844,Yes,105
2017,NEET614015,Candidate_7348,West Bengal,OBC,651,90.42,25401,4395,3790,Yes,148
2015,NEET857045,Candidate_7421,Tamil Nadu,OBC,213,29.58,95425,313,443,Yes,144
2015,NEET258202,Candidate_3068,Maharashtra,ST,475,65.97,147503,4756,7490,Yes,124
2015,NEET695068,Candidate_7443,Uttar Pradesh,General,108,15.0,116706,3293,7759,No,141
2023,NEET842427,Candidate_5337,West Bengal,ST,300,41.67,24970,4412,1327,Yes,140
2015,NEET675103,Candidate_7527,Maharashtra,SC,447,62.08,109967,4625,8593,Yes,119
2018,NEET649923,Candidate_3443,Maharashtra,ST,316,43.89,47375,3063,6058,Yes,125
2024,NEET806919,Candidate_4253,Karnataka,General,405,56.25,32367,3803,6666,Yes,145
2020,NEET635657,Candidate_8030,West Bengal,OBC,510,70.83,8449,778,7106,Yes,138
2021,NEET962441,Candidate_9350,Tamil Nadu,OBC,157,21.81,164823,4329,8509,Yes,142
2020,NEET458439,Candidate_1768,Uttar Pradesh,EWS,683,94.86,85868,532,8561,Yes,146
2022,NEET763935,Candidate_9229,Tamil Nadu,SC,582,80.83,77527,4493,321,Yes,132
2024,NEET455913,Candidate_1710,Uttar Pradesh,EWS,568,78.89,177963,2902,6917,Yes,149
2020,NEET619494,Candidate_9600,West Bengal,SC,206,28.61,132244,1540,9373,Yes,119
2017,NEET778142,Candidate_6319,Tamil Nadu,General,630,87.5,5131,1717,5722,Yes,143
2017,NEET169774,Candidate_9930,Maharashtra,OBC,416,57.78,34448,3746,512,Yes,141
2016,NEET271616,Candidate_2802,Delhi,OBC,646,89.72,171809,600,9506,Yes,138
2016,NEET259663,Candidate_5059,Karnataka,ST,448,62.22,101298,1146,3842,Yes,137
2022,NEET142147,Candidate_3128,Delhi,General,175,24.31,40292,3272,9309,Yes,146
2020,NEET206439,Candidate_4390,Uttar Pradesh,ST,170,23.61,116582,773,4947,Yes,115
2016,NEET358017,Candidate_6252,Uttar Pradesh,General,376,52.22,8312,2426,5538,Yes,145
2017,NEET554359,Candidate_8828,West Bengal,General,350,48.61,112237,4680,5865,Yes,143
2017,NEET475487,Candidate_7860,Uttar Pradesh,OBC,183,25.42,14302,3115,5099,Yes,143
2024,NEET112359,Candidate_4629,West Bengal,SC,657,91.25,181163,4785,8307,Yes,127
2017,NEET326331,Candidate_6741,West Bengal,ST,195,27.08,53854,4471,7515,Yes,121
2020,NEET705944,Candidate_1118,Delhi,General,543,75.42,39245,3067,6883,Yes,142
2018,NEET291349,Candidate_6760,Uttar Pradesh,SC,241,33.47,36242,3883,5826,Yes,133
2023,NEET197315,Candidate_4817,Uttar Pradesh,General,326,45.28,133885,2707,6053,Yes,139
2016,NEET802393,Candidate_4967,Karnataka,SC,613,85.14,4200,1594,9282,Yes,126
2019,NEET616672,Candidate_1850,Maharashtra,ST,633,87.92,40818,2632,8008,Yes,116
2022,NEET931309,Candidate_7629,Karnataka,ST,446,61.94,163774,2087,4150,Yes,123
2017,NEET767974,Candidate_4528,Tamil Nadu,General,360,50.0,33660,2162,1032,Yes,149
2023,NEET822893,Candidate_8355,Karnataka,OBC,245,34.03,92121,3743,7717,Yes,147
2018,NEET279058,Candidate_9430,Tamil Nadu,SC,354,49.17,67863,453,8804,Yes,137
2018,NEET810329,Candidate_1861,West Bengal,General,107,14.86,1531,2158,2445,No,149
2017,NEET529685,Candidate_7259,Maharashtra,EWS,479,66.53,24931,514,7017,Yes,144
2023,NEET368087,Candidate_4634,Karnataka,SC,278,38.61,52374,2072,9131,Yes,114
2022,NEET701658,Candidate_5463,Delhi,EWS,549,76.25,4976,867,1279,Yes,141
2017,NEET269316,Candidate_2220,Karnataka,EWS,638,88.61,165024,3303,1904,Yes,147
2024,NEET307637,Candidate_5867,Delhi,EWS,500,69.44,127281,1094,8304,Yes,142
2024,NEET540846,Candidate_6378,Karnataka,General,620,86.11,164120,3732,192,Yes,146
2022,NEET212149,Candidate_5004,Maharashtra,ST,264,36.67,72651,3201,4938,Yes,132
2016,NEET733017,Candidate_1329,Uttar Pradesh,General,663,92.08,25982,2596,4590,Yes,145
2017,NEET388165,Candidate_3793,Tamil Nadu,SC,686,95.28,115534,4348,6988,Yes,116
2015,NEET129646,Candidate_9902,West Bengal,General,674,93.61,141009,2800,9822,Yes,143
2015,NEET890309,Candidate_9171,Maharashtra,General,703,97.64,132663,2670,6922,Yes,141
2022,NEET229774,Candidate_1633,Maharashtra,SC,385,53.47,149750,2366,1506,Yes,111
2022,NEET697385,Candidate_5133,Delhi,EWS,333,46.25,108456,3254,827,Yes,140
2016,NEET563485,Candidate_8053,Uttar Pradesh,General,644,89.44,132716,205,3053,Yes,142
2022,NEET601451,Candidate_1991,Karnataka,OBC,491,68.19,85787,2036,5087,Yes,140
2021,NEET291621,Candidate_3857,Karnataka,EWS,218,30.28,127960,997,2739,Yes,149
2019,NEET975069,Candidate_8454,Karnataka,ST,204,28.33,69596,1460,3206,Yes,112
2023,NEET159150,Candidate_1587,West Bengal,EWS,700,97.22,104310,3717,6379,Yes,145
2022,NEET334174,Candidate_9124,West Bengal,OBC,269,37.36,197899,3017,2914,Yes,144
2016,NEET814361,Candidate_5548,West Bengal,ST,205,28.47,11867,4649,6391,Yes,113
2022,NEET557414,Candidate_1121,Maharashtra,SC,583,80.97,35436,2449,9001,Yes,111
2022,NEET760721,Candidate_6944,Uttar Pradesh,ST,404,56.11,109849,1267,7201,Yes,137
2017,NEET716941,Candidate_5529,Delhi,SC,223,30.97,170932,3568,341,Yes,138
2018,NEET557448,Candidate_6149,Tamil Nadu,OBC,160,22.22,176914,4638,702,Yes,145
2015,NEET946324,Candidate_2823,Tamil Nadu,EWS,117,16.25,34648,2697,9124,No,150
2020,NEET173547,Candidate_8256,Maharashtra,ST,509,70.69,133090,2245,8264,Yes,122
2023,NEET159483,Candidate_2120,Uttar Pradesh,OBC,377,52.36,51104,4008,5900,Yes,146
2021,NEET898676,Candidate_3373,Karnataka,General,513,71.25,185799,1313,3762,Yes,140
2024,NEET582157,Candidate_3654,Delhi,OBC,448,62.22,47758,2294,2224,Yes,148
2022,NEET912146,Candidate_9270,Delhi,ST,458,63.61,198017,209,9235,Yes,135
2021,NEET858975,Candidate_8997,West Bengal,OBC,604,83.89,72407,3331,5165,Yes,141
2020,NEET495365,Candidate_9574,Karnataka,SC,140,19.44,129611,4945,9979,Yes,114
2024,NEET536538,Candidate_5541,Karnataka,ST,552,76.67,66658,3531,9077,Yes,122
2020,NEET304372,Candidate_2258,Uttar Pradesh,ST,494,68.61,8714,4327,1167,Yes,137
2018,NEET317022,Candidate_2054,Delhi,ST,402,55.83,170840,586,1844,Yes,114
2015,NEET386670,Candidate_7812,Tamil Nadu,SC,638,88.61,161924,4197,6112,Yes,108
2020,NEET169729,Candidate_5197,Maharashtra,OBC,394,54.72,37733,4932,7500,Yes,140
2021,NEET552540,Candidate_2644,Karnataka,General,565,78.47,105202,224,1755,Yes,139
2021,NEET814095,Candidate_5446,Delhi,OBC,543,75.42,78469,2428,1775,Yes,147
2019,NEET895868,Candidate_9400,Tamil Nadu,ST,240,33.33,89643,2111,2019,Yes,134
2021,NEET424264,Candidate_9275,Karnataka,ST,342,47.5,50020,2427,2417,Yes,117
2023,NEET666924,Candidate_9784,Tamil Nadu,General,279,38.75,47920,2265,803,Yes,146
2017,NEET570852,Candidate_9283,West Bengal,OBC,460,63.89,82831,1435,7238,Yes,143
2018,NEET249442,Candidate_2746,Tamil Nadu,OBC,707,98.19,86469,3169,5051,Yes,140
2019,NEET332548,Candidate_7161,Delhi,General,429,59.58,60884,3487,9854,Yes,140
2016,NEET439050,Candidate_4353,Delhi,SC,170,23.61,135685,2606,2121,Yes,108
2017,NEET392473,Candidate_3051,Maharashtra,EWS,207,28.75,31059,1326,1490,Yes,138
2021,NEET802872,Candidate_3023,West Bengal,SC,251,34.86,134008,1349,6265,Yes,127
2023,NEET535798,Candidate_5853,Karnataka,OBC,109,15.14,152753,2940,6747,No,139
2020,NEET913834,Candidate_1760,Karnataka,EWS,218,30.28,184688,280,6259,Yes,142
2022,NEET463185,Candidate_5837,Tamil Nadu,SC,398,55.28,113983,4486,8044,Yes,114
2017,NEET339721,Candidate_8009,West Bengal,SC,286,39.72,11185,1365,1314,Yes,120
2017,NEET461717,Candidate_9552,Maharashtra,OBC,335,46.53,112516,2017,8464,Yes,140
2017,NEET456536,Candidate_5261,Maharashtra,EWS,197,27.36,99255,2351,4673,Yes,141
2018,NEET785918,Candidate_3416,Tamil Nadu,ST,660,91.67,39700,235,3181,Yes,118
2016,NEET348701,Candidate_2066,Uttar Pradesh,EWS,695,96.53,170022,1204,7016,Yes,148
2018,NEET693000,Candidate_8038,Delhi,OBC,489,67.92,155956,1826,9940,Yes,150
2023,NEET439541,Candidate_4668,Karnataka,ST,448,62.22,187671,966,9111,Yes,107
2020,NEET876885,Candidate_1784,Uttar Pradesh,General,253,35.14,59606,928,3475,Yes,143
2016,NEET761284,Candidate_2033,Tamil Nadu,OBC,140,19.44,32340,3074,4492,Yes,141
2016,NEET139007,Candidate_2758,Uttar Pradesh,EWS,127,17.64,121158,2965,2301,No,146
2022,NEET826734,Candidate_7279,West Bengal,ST,529,73.47,98577,2310,6392,Yes,125
2020,NEET808491,Candidate_4433,Delhi,General,189,26.25,102909,3114,8374,Yes,145
2024,NEET886963,Candidate_3323,Uttar Pradesh,OBC,643,89.31,171867,1939,4045,Yes,146
2022,NEET727200,Candidate_5896,Uttar Pradesh,SC,291,40.42,96211,1804,1599,Yes,105
2024,NEET987219,Candidate_5641,Uttar Pradesh,ST,526,73.06,24528,4507,9117,Yes,113
2022,NEET676192,Candidate_3530,Maharashtra,EWS,414,57.5,150359,1261,8570,Yes,144
2015,NEET917778,Candidate_6936,West Bengal,General,666,92.5,189454,4893,9590,Yes,142
2016,NEET209621,Candidate_4721,Karnataka,EWS,555,77.08,32297,1301,980,Yes,143
2017,NEET968506,Candidate_2661,Uttar Pradesh,General,598,83.06,139638,1558,2860,Yes,140
2022,NEET611932,Candidate_6244,Uttar Pradesh,EWS,120,16.67,72664,706,1128,No,149
2024,NEET799285,Candidate_4664,Karnataka,EWS,267,37.08,12285,1544,5005,Yes,141
2020,NEET318971,Candidate_8458,Uttar Pradesh,OBC,603,83.75,67486,4532,9356,Yes,139
2023,NEET429650,Candidate_6465,Delhi,General,535,74.31,36243,3478,145,Yes,148
2018,NEET683490,Candidate_6363,Delhi,General,634,88.06,52737,1674,9672,Yes,138
2019,NEET672074,Candidate_2339,Uttar Pradesh,OBC,196,27.22,103701,3222,8677,Yes,141
2020,NEET616248,Candidate_3943,Maharashtra,OBC,339,47.08,1544,3304,3557,Yes,138
2015,NEET383171,Candidate_9124,Delhi,OBC,471,65.42,134866,1398,6021,Yes,143
2020,NEET157423,Candidate_8040,Maharashtra,General,702,97.5,81298,2947,2107,Yes,147
2022,NEET640824,Candidate_2545,West Bengal,ST,683,94.86,142133,2494,5930,Yes,100
2024,NEET945677,Candidate_3315,Tamil Nadu,SC,705,97.92,158342,618,9331,Yes,126
2024,NEET477786,Candidate_3432,Karnataka,EWS,629,87.36,140358,4963,6813,Yes,148
2018,NEET696503,Candidate_3026,West Bengal,ST,162,22.5,123541,3967,3758,Yes,113
2015,NEET360113,Candidate_8772,Maharashtra,General,474,65.83,44659,74,8817,Yes,150
2022,NEET877223,Candidate_8476,West Bengal,SC,442,61.39,147485,119,8691,Yes,104
2020,NEET354033,Candidate_8479,Karnataka,General,140,19.44,137879,561,9734,Yes,143
2017,NEET299349,Candidate_3114,Maharashtra,ST,352,48.89,178809,1381,9684,Yes,134
2015,NEET743169,Candidate_9671,Maharashtra,OBC,713,99.03,120601,1005,4812,Yes,142
2022,NEET875120,Candidate_7641,Tamil Nadu,General,476,66.11,71929,668,1334,Yes,142
2018,NEET728034,Candidate_4297,Maharashtra,EWS,532,73.89,39127,3074,3411,Yes,150
2015,NEET258896,Candidate_4930,West Bengal,OBC,127,17.64,173279,30,1637,No,150
2015,NEET530900,Candidate_6296,Tamil Nadu,General,533,74.03,66071,2724,2749,Yes,145
2017,NEET729126,Candidate_4906,Uttar Pradesh,SC,620,86.11,58000,3771,6337,Yes,129
2015,NEET195419,Candidate_8434,Delhi,ST,108,15.0,107725,1170,8504,No,109
2018,NEET632696,Candidate_8483,Maharashtra,ST,368,51.11,145847,3946,5274,Yes,108
2017,NEET248305,Candidate_4055,Delhi,ST,600,83.33,197810,4763,5259,Yes,100
2017,NEET605510,Candidate_8826,Maharashtra,EWS,510,70.83,183728,110,9253,Yes,145
2024,NEET965187,Candidate_9336,Uttar Pradesh,General,514,71.39,156837,1066,26,Yes,145
2024,NEET891070,Candidate_5807,Uttar Pradesh,SC,289,40.14,64451,3623,3090,Yes,109
2018,NEET401390,Candidate_7788,Uttar Pradesh,ST,348,48.33,4055,473,8690,Yes,136
2015,NEET569582,Candidate_2725,Karnataka,General,460,63.89,91717,4545,75,Yes,147
2020,NEET200655,Candidate_4511,Tamil Nadu,OBC,461,64.03,131433,2338,6339,Yes,146
2022,NEET169704,Candidate_6575,West Bengal,EWS,466,64.72,153688,331,9191,Yes,143
2016,NEET484376,Candidate_1800,West Bengal,OBC,405,56.25,65498,2683,5040,Yes,139
2020,NEET871728,Candidate_8105,Delhi,OBC,512,71.11,166088,1537,2588,Yes,143
2016,NEET749983,Candidate_1495,Karnataka,SC,518,71.94,192755,391,3412,Yes,110
2021,NEET865004,Candidate_3068,Uttar Pradesh,General,570,79.17,130672,1243,2588,Yes,150
2024,NEET162183,Candidate_4359,Tamil Nadu,EWS,464,64.44,132800,2148,5462,Yes,148
2017,NEET133288,Candidate_4151,West Bengal,OBC,571,79.31,13641,3610,6510,Yes,142
2024,NEET119033,Candidate_7854,Maharashtra,ST,414,57.5,132150,1808,9627,Yes,100
2018,NEET441770,Candidate_8485,Uttar Pradesh,EWS,544,75.56,77900,3107,7870,Yes,144
2023,NEET215756,Candidate_4680,Karnataka,SC,638,88.61,18617,886,7122,Yes,112
2020,NEET688776,Candidate_9881,West Bengal,SC,433,60.14,18662,4979,2771,Yes,109
2020,NEET438776,Candidate_3121,Delhi,ST,346,48.06,50452,4428,800,Yes,132
2022,NEET820259,Candidate_8736,Maharashtra,OBC,457,63.47,81215,4564,4338,Yes,147
2024,NEET587420,Candidate_4330,Karnataka,SC,683,94.86,44748,3290,5352,Yes,135
2023,NEET127039,Candidate_8699,Uttar Pradesh,SC,719,99.86,156603,3983,1201,Yes,103
2015,NEET448817,Candidate_2428,Tamil Nadu,General,582,80.83,8908,383,327,Yes,146
2020,NEET185412,Candidate_6237,West Bengal,OBC,605,84.03,184757,250,4424,Yes,146
2022,NEET443229,Candidate_1806,Delhi,SC,468,65.0,25681,4922,9029,Yes,116
2021,NEET618247,Candidate_4300,Karnataka,OBC,269,37.36,183807,3776,9630,Yes,145
2017,NEET275669,Candidate_6637,Karnataka,SC,676,93.89,186521,531,8883,Yes,134
2024,NEET989373,Candidate_7734,Delhi,General,704,97.78,66461,1494,3363,Yes,140
2023,NEET601949,Candidate_8166,Tamil Nadu,SC,478,66.39,113739,4762,2553,Yes,123
2024,NEET404942,Candidate_6523,Delhi,General,126,17.5,17845,3159,7235,No,147
2019,NEET848993,Candidate_6593,Maharashtra,EWS,341,47.36,97269,2767,6786,Yes,146
2023,NEET913553,Candidate_9236,Karnataka,ST,295,40.97,21620,1179,5179,Yes,115
2018,NEET943546,Candidate_2541,Uttar Pradesh,ST,474,65.83,176217,123,3901,Yes,139
2019,NEET710583,Candidate_5422,Uttar Pradesh,SC,467,64.86,70893,4554,1796,Yes,103
2022,NEET715745,Candidate_1012,Delhi,General,615,85.42,149555,1267,4983,Yes,144
2016,NEET964209,Candidate_9414,Delhi,General,604,83.89,14541,4240,3839,Yes,146
2020,NEET992005,Candidate_9706,West Bengal,ST,567,78.75,138811,2926,3054,Yes,127
2019,NEET893679,Candidate_1460,Delhi,General,677,94.03,174813,1027,999,Yes,143
2017,NEET180043,Candidate_3353,Maharashtra,ST,125,17.36,6657,1355,8820,No,133
2023,NEET825779,Candidate_4249,Maharashtra,ST,622,86.39,108854,2036,3869,Yes,124
2017,NEET748987,Candidate_9946,Delhi,SC,513,71.25,135055,848,2400,Yes,107
2024,NEET768512,Candidate_5929,Karnataka,EWS,308,42.78,103882,2942,9901,Yes,139
2024,NEET851312,Candidate_3787,Uttar Pradesh,OBC,275,38.19,107001,2682,2025,Yes,140
2016,NEET935132,Candidate_2355,Uttar Pradesh,EWS,476,66.11,1137,2466,7923,Yes,146
2016,NEET643657,Candidate_8974,Uttar Pradesh,OBC,613,85.14,177248,4693,5912,Yes,138
2015,NEET226211,Candidate_6163,West Bengal,SC,328,45.56,158618,2961,5796,Yes,106
2018,NEET440245,Candidate_4357,Tamil Nadu,ST,641,89.03,106157,4256,8499,Yes,100
2019,NEET533883,Candidate_3786,Uttar Pradesh,ST,663,92.08,3480,1336,9558,Yes,113
2015,NEET872261,Candidate_6547,Karnataka,OBC,253,35.14,96333,3119,6525,Yes,146
2016,NEET751492,Candidate_7896,Karnataka,General,601,83.47,103976,3842,7929,Yes,144
2021,NEET555618,Candidate_6556,Uttar Pradesh,EWS,194,26.94,86389,3048,4730,Yes,143
2021,NEET376558,Candidate_8441,Uttar Pradesh,General,141,19.58,9659,544,8729,Yes,147
2020,NEET973210,Candidate_6933,Tamil Nadu,ST,638,88.61,80717,3984,3885,Yes,137
2016,NEET508287,Candidate_6286,Delhi,EWS,159,22.08,9444,1108,7595,Yes,140
2024,NEET285471,Candidate_6606,Delhi,General,322,44.72,69814,2788,2097,Yes,140
2018,NEET188746,Candidate_6494,Karnataka,General,532,73.89,164463,2322,8361,Yes,145
2016,NEET478349,Candidate_8551,Karnataka,EWS,606,84.17,50968,3234,3938,Yes,149
2023,NEET981655,Candidate_5399,Maharashtra,General,463,64.31,159986,1708,3953,Yes,141
2023,NEET828395,Candidate_1742,Delhi,ST,358,49.72,187654,3419,6367,Yes,126
2022,NEET105383,Candidate_2645,West Bengal,EWS,230,31.94,184660,2960,2703,Yes,147
2024,NEET111373,Candidate_7841,Maharashtra,EWS,443,61.53,149112,1256,929,Yes,148
2021,NEET144737,Candidate_5978,Delhi,General,293,40.69,196303,3129,3014,Yes,150
2015,NEET660873,Candidate_9049,Uttar Pradesh,ST,270,37.5,74411,2903,9795,Yes,132
2023,NEET253770,Candidate_5490,Delhi,General,201,27.92,103034,1363,6757,Yes,150
2017,NEET482129,Candidate_3128,Tamil Nadu,OBC,312,43.33,199065,964,4577,Yes,142
2016,NEET450491,Candidate_8710,Tamil Nadu,SC,391,54.31,110381,4295,5658,Yes,101
2019,NEET718230,Candidate_7210,Uttar Pradesh,SC,563,78.19,196686,2117,8061,Yes,103
2016,NEET165882,Candidate_6699,Karnataka,SC,434,60.28,89218,3550,4385,Yes,119
2024,NEET674044,Candidate_5036,Maharashtra,EWS,379,52.64,154050,3942,1342,Yes,145
2015,NEET443518,Candidate_7963,Uttar Pradesh,ST,187,25.97,8944,4760,8797,Yes,112
2017,NEET633656,Candidate_1853,Maharashtra,EWS,268,37.22,40915,1105,1304,Yes,147
2024,NEET315523,Candidate_9430,West Bengal,EWS,101,14.03,166329,2438,9317,No,146
2024,NEET710300,Candidate_2461,Tamil Nadu,SC,131,18.19,13593,1360,941,No,108
2021,NEET394060,Candidate_1304,Tamil Nadu,OBC,121,16.81,145822,1288,6178,No,144
2015,NEET236182,Candidate_2136,West Bengal,SC,604,83.89,41267,816,6409,Yes,112
2023,NEET915681,Candidate_2457,Maharashtra,ST,717,99.58,50125,1102,434,Yes,128
2015,NEET320381,Candidate_9086,West Bengal,EWS,418,58.06,33019,944,8430,Yes,148
2022,NEET150475,Candidate_3855,West Bengal,EWS,442,61.39,11416,4058,9068,Yes,144
2022,NEET548763,Candidate_4644,Tamil Nadu,OBC,516,71.67,2517,2475,5493,Yes,141
2019,NEET862170,Candidate_6754,Uttar Pradesh,ST,384,53.33,121680,3922,1407,Yes,113
2021,NEET525122,Candidate_4509,Uttar Pradesh,SC,644,89.44,65564,1552,7306,Yes,133
2017,NEET536552,Candidate_6519,Karnataka,EWS,510,70.83,52177,3305,730,Yes,148
2023,NEET556822,Candidate_9589,Uttar Pradesh,ST,143,19.86,83478,783,8934,Yes,140
2016,NEET846638,Candidate_5455,Delhi,EWS,132,18.33,946,2845,758,No,149
2015,NEET777730,Candidate_7114,Maharashtra,SC,548,76.11,144684,3421,5635,Yes,124
2022,NEET985733,Candidate_9118,Maharashtra,ST,289,40.14,145881,44,7694,Yes,125
2016,NEET831250,Candidate_3033,Maharashtra,EWS,645,89.58,171770,4158,6662,Yes,150
2018,NEET309790,Candidate_3910,West Bengal,General,418,58.06,36325,4716,4302,Yes,146
2020,NEET125694,Candidate_5509,Karnataka,SC,296,41.11,23356,2594,366,Yes,129
2020,NEET261442,Candidate_6126,Karnataka,OBC,160,22.22,28104,2718,2800,Yes,149
2017,NEET151611,Candidate_3223,Maharashtra,SC,687,95.42,72481,1863,3944,Yes,139
2020,NEET255613,Candidate_7558,Karnataka,EWS,296,41.11,80378,4892,4189,Yes,146
2022,NEET271254,Candidate_6671,Karnataka,SC,103,14.31,81935,3964,9065,No,132
2024,NEET289276,Candidate_5836,Maharashtra,ST,178,24.72,91335,2873,8989,Yes,132
2021,NEET819737,Candidate_5953,Delhi,OBC,343,47.64,159970,1033,1478,Yes,146
2022,NEET292440,Candidate_9819,Uttar Pradesh,SC,463,64.31,101168,1965,5534,Yes,135
2016,NEET455485,Candidate_4854,Tamil Nadu,OBC,591,82.08,97028,2382,4227,Yes,143
2019,NEET683725,Candidate_1902,Maharashtra,General,528,73.33,87519,1683,5820,Yes,142
2017,NEET521550,Candidate_1022,Tamil Nadu,General,414,57.5,47934,1678,3544,Yes,149
